zipcode,ZipState,PctUrban,TotPop10,MedianAge,pctBlackAlone,pctAsianAlone,pctHispanicAlone,MedianHHInc,college_plus,unempRate,HHSize,weight
1001,Massachusetts,99.5,16769,42.9,1.5,1.8,4.7,63682,24.9,4.5,2.4,1.121111184
1002,Massachusetts,88,29049,22.8,4.9,10.6,8.2,56175,68.2,5.2,2.48,1.052129011
1005,Massachusetts,0,5079,41.5,0,1.4,1.2,75856,27.4,7.1,2.76,0.686219792
1007,Massachusetts,40.4,14649,39.8,1.3,1.6,2.8,77617,41,5,2.59,0.839333005
1008,Massachusetts,0,1263,46.7,0,1.2,1.2,78313,26.6,2.9,2.52,0.772860367
1010,Massachusetts,0,3609,42.9,0,0,0.3,79891,40.5,6.5,2.54,0.661293033
1011,Massachusetts,0,1370,46.5,1,0.9,0.3,59732,13.9,5.8,2.54,0.760987055
1012,Massachusetts,0,661,51.6,0,0,2.4,56033,34,4.6,2.14,0.748626448
1013,Massachusetts,100,23188,36.6,2.3,1.3,23.1,41612,14,6.5,2.39,1.313224655
1020,Massachusetts,100,29668,42.9,2.5,1.4,10.8,51438,18.3,6.2,2.38,1.17142838
1022,Massachusetts,100,2451,33.5,11.6,2.1,6.1,57750,29.6,10.9,1.85,0.891340577
1026,Massachusetts,0,946,46.8,2.3,0,0.9,51932,40.2,4,2.19,0.791204616
1027,Massachusetts,87.3,17660,43.5,1.4,4.4,3,57134,31.1,5.2,2.2,1.013696997
1028,Massachusetts,98.2,15720,44.3,3.5,2,3.2,82451,39.5,4.1,2.67,1.098391216
1030,Massachusetts,89.1,11669,44.6,2,0.7,1.6,73611,28.7,4.1,2.49,1.056438498
1031,Massachusetts,31.2,1308,39,2.2,0.6,3.3,46650,22.5,10.6,2.67,0.787857561
1032,Massachusetts,0,570,44.9,0,1.1,1.4,65833,28.5,3.5,2.24,0.754015577
1033,Massachusetts,54.3,6227,46.1,0,0.6,1.7,72731,26.4,2.6,2.38,0.955535509
1034,Massachusetts,0,2021,45,0.3,0.4,0.5,70625,33.1,6.4,2.66,0.707261613
1035,Massachusetts,59.5,5250,46.5,2.3,1.5,1.5,77891,46.2,2.7,2.39,0.952614832
1036,Massachusetts,52.5,5109,47.3,0.7,0,0.3,82417,34.6,5,2.72,0.878590765
1038,Massachusetts,0,2545,43.8,0.1,0,0,61346,39,5.1,2.28,0.717967289
1039,Massachusetts,29.6,1336,49.8,0,0.4,2.2,74464,45.9,2.6,2.16,0.823685088
1040,Massachusetts,98.9,39880,36.8,3.8,1.3,45.1,34961,20.6,7.3,2.42,1.527086095
1050,Massachusetts,2.7,2530,42.2,0.7,0.4,4.9,64271,25.5,3.5,2.53,0.828464488
1053,Massachusetts,74.4,1685,50.6,3.5,2.2,5.1,67031,35.9,7.8,2.51,0.920626844
1054,Massachusetts,0,1851,48.6,1.2,1,2.3,76875,60.5,3.1,2.4,0.74576673
1056,Massachusetts,88.3,21103,43.5,1.7,0.6,5.5,60774,20.4,4.4,2.48,1.124878118
1057,Massachusetts,27.2,8534,45.7,0.9,0.3,2.5,64538,30,6.8,2.46,0.780744851
1060,Massachusetts,93.3,15284,34.1,2.9,9,6.9,50807,60.3,5,1.93,1.006764553
1062,Massachusetts,89.5,11150,44.5,1.7,1.9,8.4,63954,51.7,5.4,2.29,1.02187247
1068,Massachusetts,0,1902,44.3,0,0,1.1,83519,36.8,6.8,2.76,0.674188392
1069,Massachusetts,75.9,8469,43.2,0.3,0,1.8,52347,19.3,6.4,2.47,1.004125361
1070,Massachusetts,0,629,54.4,0.8,0,0.9,57000,39.4,5.8,2.21,0.718353867
1071,Massachusetts,28.5,1596,44.3,0,0.3,4.6,72083,25.4,5.1,2.53,0.826546737
1072,Massachusetts,0,1478,46.2,0.8,1,2.9,65500,60.2,5.1,2.31,0.709950675
1073,Massachusetts,19.1,5792,44.8,0.7,0,5.5,76264,31.5,3.1,2.49,0.848422892
1075,Massachusetts,96.7,17527,41.7,2.2,2.4,3.3,60931,38.7,4.2,2.14,1.06560281
1077,Massachusetts,52.9,9502,43.1,0.1,1.9,2.8,75743,30.9,4.6,2.59,0.898739339
1080,Massachusetts,100,2334,37.7,1.6,0.4,4.1,38173,15,9.6,2.25,1.04414372
1081,Massachusetts,0,1698,42.7,0.5,0,0.2,61447,20.8,6.4,2.59,0.734894483
1082,Massachusetts,63.6,10322,43.2,0.3,0.1,2.3,53362,19.3,7.7,2.29,0.88447428
1084,Massachusetts,0,176,53.8,0,0,1.7,66250,42.6,5.2,2.3,0.712278707
1085,Massachusetts,91.6,41117,39.9,1.6,2.2,7.2,57374,27.5,5,2.51,1.128813907
1088,Massachusetts,0,670,60.1,0,0,8.2,31897,24.5,1.8,1.65,0.915802484
1089,Massachusetts,98.2,28391,39.7,2,4.3,7.9,54434,26.9,6.3,2.41,1.100936946
1095,Massachusetts,86.5,14319,47.4,1.7,1.7,2.2,90275,45.5,4,2.63,0.999346153
1096,Massachusetts,0,2217,44,0.7,1,3.5,63036,37.6,2.3,2.44,0.833356353
1098,Massachusetts,0,1101,50.2,0.8,0,0.8,66406,33.2,4,2.11,0.725916343
1103,Massachusetts,100,2479,33.1,13.6,1.8,56.1,15778,26.5,6.7,1.57,1.885587769
1104,Massachusetts,100,22865,35,10.9,1.3,52,33408,12.1,8.4,2.53,1.69523457
1105,Massachusetts,100,12350,25.7,18.4,0,61.6,18008,9.4,10.2,2.43,2.075057187
1106,Massachusetts,100,16021,45.8,0.7,6.7,3.5,96995,61.8,2.8,2.61,1.03785526
1107,Massachusetts,100,11611,27.2,6.6,0.6,78.9,20484,8.8,10.4,2.94,2.124497409
1108,Massachusetts,100,26688,31.6,17.3,5.2,38.4,36590,21.3,10.8,2.79,1.505735757
1109,Massachusetts,100,30250,26.5,38.4,1.3,34.9,32174,12.7,9.3,2.96,2.041999031
1118,Massachusetts,100,14071,41,12,3.3,12,61488,26.4,4.8,2.45,1.289221404
1119,Massachusetts,100,14152,33.8,21.4,0.9,23.6,47551,15.4,6.5,2.61,1.566718471
1128,Massachusetts,100,2631,45.4,13.3,0,6.9,79500,28.3,5.8,2.5,1.162268382
1129,Massachusetts,100,7019,38.3,15.6,5.3,16.7,60481,25.4,7.6,2.51,1.240370695
1151,Massachusetts,100,8698,31.3,12,4.4,40.2,32034,12,7.7,2.6,1.658155052
1201,Massachusetts,92.7,46504,43.4,5,1.2,4.9,42620,26.1,6.6,2.18,1.121956401
1220,Massachusetts,87.9,8603,42.9,0.5,0.2,1.9,40283,20.8,8.3,2.27,1.013840162
1222,Massachusetts,0,829,47.1,0,0.8,3.1,54886,34.7,2.1,2.15,0.826383439
1223,Massachusetts,0,2314,49.5,0.6,1.7,0.8,46384,32.6,6.8,2.28,0.737171601
1224,Massachusetts,100,182,23.7,0,32,0,87717,33.8,10.5,3.59,0.819188525
1225,Massachusetts,54.2,3117,46.3,0.3,0,0.4,49260,20.7,3.6,2.33,1.016226935
1226,Massachusetts,70.4,6945,46,0.4,0.4,3.4,51563,26.8,5.8,2.57,1.030711906
1230,Massachusetts,42.8,8430,47.3,2.1,1.8,7.1,52305,38,3.2,2.22,0.987153206
1235,Massachusetts,21.3,2766,46.1,0.8,0.8,0.1,62446,23,6,2.49,0.79111671
1236,Massachusetts,63.9,1509,44,1.4,2.1,4.7,52083,51.1,10,2.42,0.825095656
1237,Massachusetts,19.2,2496,40.1,1.5,0.2,0,66136,28.9,6.3,2.47,0.759333732
1238,Massachusetts,74.4,6047,44.3,0.1,1.5,2.6,54155,32.2,6.9,2.36,0.940718444
1240,Massachusetts,68,4534,51.9,0.9,1.7,3.8,51154,46.1,6.4,1.98,0.891850194
1245,Massachusetts,0,985,55,3.7,0,4.4,53333,39.2,5.2,2.11,0.770083823
1247,Massachusetts,76.4,16087,40.6,2.9,0.4,2.8,39214,19.5,5.7,2.18,1.090239912
1253,Massachusetts,0,731,48.6,0.8,0,4.3,58750,37.6,4.4,2.29,0.774713789
1254,Massachusetts,0,972,54.3,0.1,0.6,1.5,94766,49.2,3,2.47,0.716928202
1255,Massachusetts,0,915,48.4,0,5.1,0.6,62708,30.2,4.1,2.35,0.749567598
1256,Massachusetts,0,692,44.4,2,0,1.7,57000,17.7,2.6,2.31,0.849133695
1257,Massachusetts,0,2121,50.1,0.5,4.2,0.7,65080,31.9,2.4,2.45,0.810505335
1258,Massachusetts,0,374,55,1.2,0,0.6,62981,44.2,1.3,2.01,0.795615973
1259,Massachusetts,0,635,51.2,0,1.8,0,67500,40.6,6.6,2.35,0.667980327
1266,Massachusetts,0,1463,52,1.9,0,0.9,69769,44.3,3.1,2.17,0.750246835
1267,Massachusetts,71.9,7989,43.8,1.9,3.7,1.9,73042,54.9,3.5,2.12,0.920729098
1270,Massachusetts,0,778,48.2,0,0,0,74500,32.5,1.6,2.71,0.840246591
1301,Massachusetts,87.8,17700,42.4,0.9,1.4,4.9,48442,26,5.7,2.19,1.060449936
1330,Massachusetts,0,1506,48.5,0.3,0.4,0.6,70870,44.1,5.6,2.25,0.676115214
1331,Massachusetts,60.2,13263,39.4,0.2,0.8,5.7,51488,14.9,8.1,2.59,0.928306168
1337,Massachusetts,0,2596,48.1,0,1.9,1.2,49659,26.9,5.2,2.27,0.767714247
1338,Massachusetts,0,187,44.4,0,0,0,91250,67.1,2.4,2.92,0.766375689
1339,Massachusetts,0,1438,49.5,1.2,1.3,0.5,49271,30.8,6.5,2.21,0.729409222
1340,Massachusetts,0,1701,45.3,0.3,1.6,1.7,54632,26,5.8,2.38,0.749325219
1341,Massachusetts,0,1833,48.6,0.6,0.6,0.8,76818,52.5,5.7,2.48,0.681899884
1342,Massachusetts,37.3,1492,43.1,0.1,3.3,5.1,96622,53.6,1.4,2.49,0.870649966
1344,Massachusetts,32.6,1498,39,0.1,0.2,4.9,53182,17.7,9.4,2.48,0.773016033
1346,Massachusetts,0,533,51.6,0,0.7,3.8,71250,30.8,4.5,2.35,0.737722827
1349,Massachusetts,70.2,1091,47.4,0,1.3,1.7,52500,33.7,3.5,2.35,1.055095937
1351,Massachusetts,6.5,2270,46.7,1.6,2.1,0.3,58403,36.9,4.5,2.31,0.776705008
1354,Massachusetts,14.3,1500,47.9,0.8,0,8.3,67375,34.3,2.8,2.44,0.879219723
1355,Massachusetts,0,878,42.3,2.1,0,0.6,63036,42.7,5.2,2.5,0.74932375
1360,Massachusetts,0,3032,45.5,0,0,2.4,62292,38.6,3.6,2.44,0.788676975
1364,Massachusetts,60.8,7969,41,0.6,0.6,2.9,43470,15.5,8.9,2.35,0.89929356
1366,Massachusetts,0,1277,49.4,0,2.2,0.3,75694,43.1,5,2.45,0.697034921
1367,Massachusetts,0,522,52.7,0,0.2,3,47500,22.2,6.7,2.28,0.753175877
1368,Massachusetts,0,1261,46.4,0,1.2,1.8,58359,22.8,6.7,2.37,0.712596775
1370,Massachusetts,0,4084,48.1,0.5,0.9,0.5,58571,37.5,5,2.33,0.742612474
1373,Massachusetts,41.8,4600,44.9,0,1.4,1.4,59821,38.3,4.3,2.29,0.873859488
1375,Massachusetts,75.6,3684,27.7,0.2,6,4.3,53938,57.3,1.9,2.44,1.105228222
1376,Massachusetts,100,5247,41.6,0.9,1.1,5.9,39615,21.3,7.2,2.23,1.126425186
1378,Massachusetts,0,774,51.5,0,3.2,1.9,59750,31.1,4.2,2.02,0.722751116
1379,Massachusetts,0,813,48.9,5.6,2,3.2,53594,45.3,6.2,2.11,0.736452581
1420,Massachusetts,92.3,40337,34.9,3.7,2.9,20.6,47421,20.5,7.5,2.54,1.19886483
1430,Massachusetts,9.9,6089,42.1,1.1,0,4.3,81690,35.3,5.6,2.62,0.741127462
1431,Massachusetts,11.8,3074,43.8,0,0.5,1.5,75435,27.7,3,2.88,0.856960053
1432,Massachusetts,95.8,7089,40.7,3.7,2.3,4.7,58519,36.1,8,2.29,0.979366298
1434,Massachusetts,100,1795,40.1,17.2,1.7,13.3,101000,18.4,4.3,2.45,1.229626926
1436,Massachusetts,78.7,3336,38.3,0.2,0,1.8,68771,20,5.1,2.8,1.034132457
1440,Massachusetts,94.9,20347,40.1,1.8,2.3,6.9,48824,18.1,6.8,2.45,1.114836126
1450,Massachusetts,61.9,10646,43.5,0.9,2.1,1.2,117037,69,3.7,2.8,0.847575624
1451,Massachusetts,1.7,4747,46.3,3,4.9,2.9,144143,74.2,6.2,2.9,0.603719833
1452,Massachusetts,0,4382,42.6,0,1.1,0.5,77694,26.2,7,2.88,0.695472392
1453,Massachusetts,96.6,40883,40.9,5.4,2.7,13.4,59720,24.7,6.9,2.45,1.128019062
1460,Massachusetts,91.3,8924,43.2,0,4,1.2,107518,56.4,3,2.68,0.972580492
1462,Massachusetts,69.7,10086,44.8,1.4,1.5,2.3,78452,34.6,5.1,2.54,0.929767863
1463,Massachusetts,57.6,11497,42,0.2,2.4,1.6,85150,39.1,4.6,2.74,0.891315006
1464,Massachusetts,73.3,7211,38.6,8,2.4,11.5,69750,22.9,3.9,2.62,1.157731047
1468,Massachusetts,21.8,4021,42.6,0,1.5,0.4,82849,15.3,7.1,2.73,0.728586758
1469,Massachusetts,49.4,6801,39.9,0,1.1,1.7,79140,28.7,4.8,2.73,0.883839619
1473,Massachusetts,44.3,7277,43,0.5,0.3,1.4,80294,36,5.1,2.72,0.854038921
1474,Massachusetts,44,2125,40.7,0,2.4,6.9,88646,38.2,4.6,2.77,0.866350493
1475,Massachusetts,58,10270,42.8,0.8,2.7,2,61937,20.4,3.9,2.59,1.002073342
1501,Massachusetts,95.3,16075,43.3,1.4,0.7,2.8,73561,30.9,4.2,2.64,1.100116078
1503,Massachusetts,34.6,2866,45.3,1.2,2,2.3,95438,45,4.7,2.66,0.791168898
1504,Massachusetts,92.8,9026,40.5,1.5,0.9,4.1,74042,27,6.1,2.67,1.02691449
1505,Massachusetts,55.5,4355,44.3,0.2,2.4,3.6,94676,50.5,2.6,2.67,0.919207993
1506,Massachusetts,33.4,3390,43,0,0.3,0.1,62209,24,2.9,2.51,0.924367756
1507,Massachusetts,28.7,12981,40.9,0,0.3,3.6,95058,33.4,4.8,2.9,0.806398172
1510,Massachusetts,100,13606,38.7,1.5,1.5,12.9,66308,32,7.7,2.47,1.033741923
1515,Massachusetts,57.4,2183,42.8,1,0,0,62202,25.4,6.6,2.83,0.929030509
1516,Massachusetts,40.7,8500,39.6,0.4,0.2,0.8,80885,32.8,8.7,2.7,0.729557544
1518,Massachusetts,64.5,2974,34.8,0.1,0,2,85224,30.7,3.3,2.7,0.963507547
1519,Massachusetts,93.2,6595,38.2,0.2,3.4,0.4,109050,61.7,3.4,2.76,0.962056442
1520,Massachusetts,87.5,13997,41.6,0.4,3.6,2,98879,52.6,4.6,2.76,0.94572942
1521,Massachusetts,0,2481,43.4,1.5,0.5,2.1,69097,28.5,5.5,2.48,0.73236367
1522,Massachusetts,68.6,3310,42,0.3,1.3,1.2,88155,51.1,6.8,2.58,0.818317281
1523,Massachusetts,68.3,7582,40.3,6.8,1.3,7.3,82741,35.5,3.7,2.65,1.053028433
1524,Massachusetts,71.3,6696,39.4,0.7,2.5,3.9,71528,29,6,2.66,0.944315444
1527,Massachusetts,90.9,13246,42.4,0.2,1.5,4.1,73436,28.5,5.5,2.55,1.012426544
1529,Massachusetts,75.6,3190,38.1,1.6,0.4,1.6,73611,23,6.5,3.15,1.005750688
1531,Massachusetts,0,999,40.6,0.2,0.3,0.7,85625,31.6,4.7,2.9,0.739480472
1532,Massachusetts,93.4,14155,41.8,1,8.2,4,103506,58.7,4.5,2.75,0.954047495
1534,Massachusetts,89.2,5631,38.2,0.7,1.9,2.6,91518,34.2,6.8,2.82,0.926237207
1535,Massachusetts,59.4,4680,42.4,1,0,0.8,58349,20.9,4.2,2.37,0.979238625
1536,Massachusetts,95.3,6888,39.7,2.9,7.9,4.7,89263,48.2,5.8,2.62,0.963245642
1537,Massachusetts,76.7,2248,41.4,0,2.4,3.4,69928,28.8,10.3,2.37,0.781848882
1540,Massachusetts,76.3,11291,40.1,0.3,0.7,2.5,64877,25.3,4.6,2.68,1.041965992
1541,Massachusetts,0,3413,44.8,2.3,1.8,2,109008,63.5,4.4,2.82,0.689373603
1542,Massachusetts,80,2202,45.5,0.8,0.9,1.3,73000,17.2,1.4,2.56,1.144395291
1543,Massachusetts,42.7,7973,39.6,1.6,3.7,4.1,86453,40.6,7.1,3,0.808888739
1545,Massachusetts,100,35299,39,2.2,16.1,2.7,92100,55.9,4.3,2.69,0.987167916
1550,Massachusetts,87.7,16719,36.7,2.2,2.3,32.2,46955,16.9,7,2.6,1.29007635
1560,Massachusetts,100,4527,31.9,0,18.5,4.9,68917,45.5,5.8,2.81,1.013662906
1562,Massachusetts,66.1,11688,40.2,0.7,0.3,4.1,59359,23.2,7,2.48,0.925558098
1564,Massachusetts,39.8,7808,43.2,1.1,0.3,1.6,102847,52.3,2.7,2.76,0.857217159
1566,Massachusetts,51,6294,45.1,0,2.7,5,82171,45,3.9,2.5,0.881229229
1568,Massachusetts,57.6,7480,42.2,0.2,1.1,0.7,114528,51,6.5,2.81,0.764158485
1569,Massachusetts,81.5,13569,41.3,0.7,0.9,0.8,84861,31.9,5.2,2.72,0.960053914
1570,Massachusetts,97.1,16767,41.3,2.8,2.4,3.6,48822,18.9,6.9,2.33,1.0871045
1571,Massachusetts,79.1,11390,35.9,2.2,0.6,3.9,70513,28,6.4,2.69,0.98200211
1581,Massachusetts,95.1,18272,39.6,2.6,19.9,5.5,97535,64.3,3.4,2.56,0.968605728
1583,Massachusetts,88.3,7591,39.5,5.6,0.4,6.2,76750,32.6,3.8,2.47,1.106209052
1585,Massachusetts,43.8,4554,46.5,2.1,2.1,0,63333,26.4,6.2,2.44,0.84656276
1588,Massachusetts,98.9,9733,41.3,0.2,0.4,2.7,62299,26.3,6.7,2.56,1.039823854
1590,Massachusetts,61.3,8875,41.7,0.1,0.5,0.5,113967,42.2,1.5,2.97,0.964612579
1602,Massachusetts,100,22819,40.4,8.1,3.8,9.2,62421,43.7,4.4,2.48,1.219679884
1603,Massachusetts,100,19916,36.3,5.9,9,25,45184,20.2,6.3,2.56,1.349318218
1604,Massachusetts,100,34677,35.6,10.3,7.3,13.4,50348,27.6,8,2.4,1.165047986
1605,Massachusetts,100,26221,33.8,14,4.8,29.8,36147,27,5.9,2.37,1.568580154
1606,Massachusetts,100,19077,39.5,11.4,2.1,7.4,62556,38.2,4.7,2.34,1.213736248
1607,Massachusetts,100,8351,35.7,14.4,4.5,18.5,45288,25,8.3,2.26,1.251653224
1608,Massachusetts,100,3888,26,9.2,3.9,54.3,19846,17.5,8,2.51,1.920978516
1609,Massachusetts,100,22421,27.6,11,4.9,15.5,41013,37.9,6.9,2.27,1.262647422
1610,Massachusetts,100,23945,24.6,8.9,6.7,34.9,29994,15.6,10.1,2.7,1.447015602
1611,Massachusetts,76,2242,40.1,2.9,0.4,11.1,70750,21.1,8,2.55,0.948560938
1612,Massachusetts,44,4845,41.4,4.1,2,8.8,107681,50.2,2.7,2.78,0.919462225
1701,Massachusetts,100,31217,44.1,6.2,6.7,5.7,87376,52.2,4.4,2.5,1.061449585
1702,Massachusetts,100,37206,33.5,7.6,8.2,19.5,56747,38.6,4.5,2.39,1.276643907
1718,Massachusetts,100,469,39.2,0,33.5,0,130625,84.8,7.3,2.11,0.647868398
1719,Massachusetts,99.9,4996,42.7,0.7,14.9,1.1,106597,74.6,6,2.47,0.831139611
1720,Massachusetts,94.3,21361,41.9,1.1,17.7,2.3,113690,73.5,3.7,2.66,0.900797948
1721,Massachusetts,98.5,16593,41.5,2.4,4.6,3,95296,54.8,4.6,2.54,0.980571854
1730,Massachusetts,99.4,13221,43.2,3.2,9.5,2.6,106219,63.3,3.8,2.63,0.981940139
1731,Massachusetts,100,1396,17.6,3,2,15.4,78047,45.3,2,4.03,1.466089436
1740,Massachusetts,5.8,4897,42.4,0.2,2.7,1.6,140439,64.3,3.5,2.98,0.676681391
1741,Massachusetts,14.9,4852,48.4,0.4,8.9,1.3,160000,81.7,4.1,2.71,0.616558201
1742,Massachusetts,86.2,17726,45.5,2.6,4.6,4.1,132059,66.3,2.2,2.55,0.941214768
1745,Massachusetts,100,397,44.5,0,14.8,0,55789,50.9,8.1,2.61,0.946822035
1746,Massachusetts,96.1,13547,42.7,0.9,2.4,2,107192,60.2,4.7,2.8,0.958735024
1747,Massachusetts,99.3,5911,41.4,0.2,2,1.2,98902,46.1,5.6,2.67,0.942989944
1748,Massachusetts,78.3,14925,39.1,0,4.2,1.3,127821,68.6,4.4,3,0.86451333
1749,Massachusetts,98,19063,42,0.6,1.9,2.9,70192,35.9,5.5,2.44,1.021263566
1752,Massachusetts,99.7,38499,40,2.8,4.9,10.6,70849,38.8,4.7,2.39,1.101921395
1754,Massachusetts,99.4,10106,41.6,0.3,2.7,5.6,79441,48.7,5.3,2.36,0.984380595
1756,Massachusetts,45,5839,42.4,0.3,1,4.6,95533,46,5.4,2.86,0.827446432
1757,Massachusetts,99.1,28061,37.5,1.6,2.5,9.5,69422,36.5,5.4,2.64,1.108975565
1760,Massachusetts,98.8,32786,41.4,2.9,7.2,3.2,94894,62.4,3.4,2.43,1.000363473
1770,Massachusetts,30.9,4119,45,0,5.7,2.2,151944,82.7,2.3,2.89,0.733347726
1772,Massachusetts,99.4,9370,42.6,1.5,11.6,1.8,139479,68,4.6,2.9,0.89165776
1773,Massachusetts,53.8,5112,48.9,0.6,5.4,2.1,133690,83.7,2,2.58,0.804573199
1775,Massachusetts,62.2,6590,42.2,0.4,3,3.9,112375,64.6,4.6,2.83,0.84218527
1776,Massachusetts,94.6,17659,42,0.7,6.9,2.1,164337,77.1,3.8,3.1,0.886355977
1778,Massachusetts,97.2,13109,46,0.7,9.9,1,124390,75.3,4.2,2.61,0.878150725
1801,Massachusetts,100,38903,39.8,3.9,7.1,4.8,73293,33.1,5.4,2.48,1.054742986
1803,Massachusetts,100,24487,41.3,2.8,14.5,2.1,91875,47.3,5.6,2.65,0.951757058
1810,Massachusetts,100,33201,43.3,1.2,10.8,4,118324,68,3.7,2.69,0.949827966
1821,Massachusetts,100,30310,38.6,1.2,5,1.7,90389,30.2,5.4,2.84,1.016330131
1824,Massachusetts,100,24911,44,0.3,6.3,2.6,98833,50.8,5.1,2.55,0.939855319
1826,Massachusetts,95.9,29422,39.3,1.6,3.2,4.8,73255,25.1,4.6,2.7,1.105486493
1827,Massachusetts,15.3,3179,42.8,0,1.4,0.8,109211,47.7,3.6,2.8,0.739112761
1830,Massachusetts,98.2,25137,38.7,2.9,0.5,17.5,55137,26.3,7.2,2.45,1.149989642
1832,Massachusetts,100,22060,37.4,2.3,1.5,16.8,58276,25.1,8.5,2.53,1.086139486
1833,Massachusetts,90.4,8183,41,0.3,0.3,1.1,104902,46.3,4.5,2.92,0.975134281
1834,Massachusetts,87.4,6459,44.4,0.2,2,1.3,94517,37.5,3.6,2.75,1.008515348
1835,Massachusetts,98.7,13682,37.5,2.8,2.7,5.6,71875,39.5,3.5,2.49,1.13437021
1840,Massachusetts,100,4733,35.6,1.1,0.7,83.6,20359,11.3,5.6,2.1,2.191255949
1841,Massachusetts,100,47225,29.4,1.7,1.4,80.5,30676,8.8,7.7,3.01,2.053671842
1843,Massachusetts,100,24425,31.7,2.7,5.2,60.3,44361,14.3,5.7,2.7,1.702383584
1844,Massachusetts,100,47249,39.8,1.8,3.8,17.9,65855,28,4.7,2.66,1.22955395
1845,Massachusetts,95.6,28352,40.6,1.4,4.7,3.6,97044,55.3,5,2.63,0.957124451
1850,Massachusetts,100,15237,33.3,9.2,8,19.4,53673,16.4,8.2,2.8,1.245820735
1851,Massachusetts,100,30190,33.6,7.2,36.6,11.5,51736,20.8,7.3,2.84,1.120913368
1852,Massachusetts,100,33508,35.6,6.7,11.3,18.2,51616,26.3,6.7,2.41,1.196630255
1854,Massachusetts,100,27606,31.5,4.9,19.7,17.3,49306,21.7,5.8,2.57,1.22586312
1860,Massachusetts,86.6,6338,42.3,0.2,0,1.1,78279,38.8,4.7,2.6,0.994487051
1862,Massachusetts,99.6,10227,41.1,1,4.1,4.9,87134,24.9,6.5,2.76,0.99856891
1863,Massachusetts,100,8891,39.9,0.2,9.6,6.6,79962,43.5,4.1,2.39,1.022283445
1864,Massachusetts,100,14892,42,0.5,3.6,2.3,105198,45.8,5.4,2.82,0.962305578
1867,Massachusetts,100,23956,41.4,1.2,3.4,3.1,102719,55.1,4.1,2.72,1.004496956
1876,Massachusetts,100,28667,42.5,1.8,3,2.3,89498,33.7,4.6,2.68,1.042007768
1879,Massachusetts,96.5,11305,41,0.7,4.7,2.6,104888,41.3,7.1,2.83,0.896476891
1880,Massachusetts,100,24733,41.9,0.4,3.9,1.3,86328,44.1,5.2,2.51,0.970388686
1886,Massachusetts,99.8,21951,41.4,0.4,10.9,1.8,121136,65,5.2,2.99,0.912299443
1887,Massachusetts,100,22325,42.3,1.1,3.9,1.9,99028,37.5,4.6,3.02,1.047173556
1890,Massachusetts,100,21382,43.1,0.4,9.6,1.4,128199,70.3,3.6,2.8,0.92834878
1901,Massachusetts,100,1689,42.6,19.4,4.8,35,23432,27.1,11.8,1.83,1.391750009
1902,Massachusetts,100,45139,32.9,10.9,9.2,36.7,36568,17.1,8.4,2.61,1.487756194
1904,Massachusetts,100,18203,41,6.8,1.7,13.4,75493,25.1,5.6,2.74,1.196107398
1905,Massachusetts,100,25251,32.5,13.8,7.1,34.7,41941,12.7,7.9,2.82,1.546268263
1906,Massachusetts,100,26660,44,1.3,3.5,4.7,75910,26.3,5.9,2.63,1.046260764
1907,Massachusetts,100,14027,44.6,1,1.5,4.3,93229,56.3,4,2.42,1.000180819
1908,Massachusetts,100,3410,49.5,2.9,0.3,3.9,70750,46.7,3.5,2.14,1.079748373
1913,Massachusetts,99.4,16283,41.5,0.4,0.8,1.4,80062,42.3,5.9,2.39,0.954689028
1915,Massachusetts,99.3,39502,40,1.6,1.8,3,67958,41.8,4.4,2.38,1.070889061
1921,Massachusetts,43,7961,45.3,0,1.4,0.8,134263,63,5.2,2.92,0.731598064
1922,Massachusetts,51.4,3108,43.2,0.9,0,0,107304,49.9,3.3,2.99,0.885834104
1923,Massachusetts,100,26342,44.3,1.2,1.9,2,79183,39.3,5.6,2.51,1.002569453
1929,Massachusetts,56.4,3504,45.5,0,1.1,1.3,82009,43.4,2.8,2.48,0.921076608
1930,Massachusetts,88.2,28789,47.2,0.9,0.6,2.9,62059,34,6.3,2.36,0.98801451
1938,Massachusetts,70.2,13175,46.8,0.4,0.7,1.4,82847,47.7,5.4,2.37,0.862621832
1940,Massachusetts,100,12108,43.8,0.5,4.8,1.6,103379,46.3,2.7,2.78,1.057113749
1944,Massachusetts,82.5,5136,47.9,0,0,2.6,117063,69,4.9,2.57,0.852630912
1945,Massachusetts,100,19808,44.6,0.5,0.7,1.8,105090,67.3,4.1,2.52,0.954141606
1949,Massachusetts,88.5,8987,39.6,2.4,5.8,7.8,97314,35.9,4.5,2.84,1.027131955
1950,Massachusetts,100,17416,46.5,0.6,1.1,4,83509,55.9,4.4,2.28,0.988874482
1951,Massachusetts,58.7,3558,49.4,1.9,0,1.7,67219,56.3,6.3,2.31,0.846793141
1952,Massachusetts,89.3,8283,46.7,0.3,0,1.8,73384,26.6,5.7,2.42,0.976490133
1960,Massachusetts,100,50944,43.9,1.5,2.4,7.8,66997,29.9,4.5,2.4,1.121066492
1966,Massachusetts,92,6952,52.6,1.4,0.1,0.7,68488,48.1,3.5,2.25,1.046532
1969,Massachusetts,75.4,5856,45.9,0.7,0.2,1.3,87946,37,3.3,2.59,0.983248399
1970,Massachusetts,100,41109,36.7,5.1,2.8,15.4,56530,38,7.3,2.24,1.092069346
1982,Massachusetts,82.9,7764,37,2.2,7,3,105100,69.5,5.2,2.87,0.900243316
