zipcode,ZipState,PctUrban,TotPop10,MedianAge,pctBlackAlone,pctAsianAlone,pctHispanicAlone,MedianHHInc,college_plus,unempRate,HHSize,weight
30083,Georgia,100,50384,31.3,80.3,4,4.2,41918,26.1,14.2,2.78,1.883275744
30084,Georgia,100,35921,37.6,16.5,12.8,23.3,54081,38.6,6.9,2.54,1.331126736
30087,Georgia,100,36761,41.3,67.4,2.6,3.1,68328,42.1,9.3,2.79,1.75040119
30088,Georgia,100,25257,34.2,90.5,1.4,2.1,51180,27.2,13.5,2.95,2.059262436
30092,Georgia,100,31704,34.3,23.4,8.1,14.9,56679,50.8,6.5,2.5,1.346215906
30093,Georgia,100,53351,28.7,23.7,8.7,54.8,34840,16,8.7,3.12,1.993503856
30094,Georgia,92.3,31244,39.9,41.9,2.5,4.1,59348,28.8,9.1,2.81,1.434035013
30096,Georgia,100,62265,31.6,21.9,19,21.6,50290,36.4,8.4,2.72,1.341337222
30097,Georgia,100,41715,38.3,10.3,32.8,4.9,98173,61.3,4.4,2.95,1.034330819
30101,Georgia,96.3,54373,36,14,3,8,76444,36.3,6.1,2.98,1.213015354
30102,Georgia,98.1,37470,35.5,12.4,1.9,8.7,63543,29.1,7.3,2.84,1.202288437
30103,Georgia,33.3,14781,35.9,6.9,1.4,3.3,46687,12.3,6.9,2.93,0.993407616
30104,Georgia,28.9,4708,38.7,8.8,0.8,2.2,42955,7.9,9.4,2.7,0.898950635
30105,Georgia,0,2294,43.9,0.9,1,0,54641,16.9,1.2,2.62,0.930655799
30106,Georgia,100,20300,39.1,52.3,2.5,7.1,50313,26.5,7.7,2.37,1.704495713
30107,Georgia,23.8,12908,40.5,1,0.3,5.4,67854,22.4,5.1,2.7,0.858893721
30108,Georgia,0,7256,37.8,13.2,0.6,0.6,36108,11.6,6.1,2.65,0.978902694
30110,Georgia,48.7,13349,37.7,6.6,0.8,1.6,44744,15.8,8.8,2.68,0.94378421
30113,Georgia,0,6218,46.2,3.9,0.1,1,33125,12.1,7.1,2.53,0.878344511
30114,Georgia,81.3,49774,36.7,6.3,1.9,13.9,58416,30.8,5.8,2.84,1.190192482
30115,Georgia,77.4,35672,35.7,3.1,0.8,10.8,72464,36.2,4.3,2.93,1.127649094
30116,Georgia,55.5,23156,35.2,15.4,0.5,5.2,53347,21.8,7.5,2.86,1.093421031
30117,Georgia,67.1,34296,31.8,23.3,0.6,11.1,38106,21.5,7.7,2.57,1.317373101
30120,Georgia,78.9,38085,36.7,12.4,0.9,10.8,46121,18.5,6.9,2.82,1.270008794
30121,Georgia,85.2,22078,35.7,12.8,0.4,8.5,49978,17.4,4.6,2.69,1.350282685
30122,Georgia,94.7,21561,34.2,50.4,1.3,8.3,46026,24.9,11.4,2.63,1.536581093
30124,Georgia,0,2978,41.9,3.1,0.1,1.9,44901,22.7,5.8,2.59,0.843740182
30125,Georgia,51.5,24352,34.5,13,0.2,18.8,36378,10.9,7.4,2.9,1.288102923
30126,Georgia,100,37088,35.7,39.1,3,15.9,69933,46.1,6.9,2.71,1.539183445
30127,Georgia,99.7,60347,37.5,36.9,1.1,7.1,71866,32.7,6.9,2.93,1.498051869
30132,Georgia,64.9,34215,34.2,16.6,1.2,4.5,63516,24.4,9.1,2.95,1.030848431
30134,Georgia,95,43356,33.3,40.7,0.9,7.7,50761,20.7,9.6,2.91,1.526551171
30135,Georgia,88.2,61912,35.6,32.3,2.2,7.2,62436,26.7,7.9,2.94,1.379814193
30137,Georgia,69.3,1650,41.6,9.3,1,13.7,61094,12.6,5.1,2.83,1.215326735
30139,Georgia,0,3845,39.7,0.1,0.5,4.3,35402,11.3,7.4,2.48,0.827263996
30141,Georgia,91.4,22457,35.4,16.8,0.8,3.6,55683,19.1,7.2,2.77,1.238554338
30143,Georgia,28.5,21145,44.6,0.9,0.6,3.7,52555,28,6,2.5,0.865985645
30144,Georgia,100,52252,31.4,17.4,4.2,9.8,60401,41.5,7.1,2.66,1.240070479
30145,Georgia,28.6,8378,34.9,8,0.2,2.5,58981,12,5.7,3.36,1.021679331
30147,Georgia,54.7,4365,42.1,3.2,0.1,1.9,34210,7.3,7.6,2.9,1.102871379
30148,Georgia,0,453,48.3,0.7,0,0,40469,6.8,9.6,2.6,0.744476702
30152,Georgia,100,40393,35.8,15.2,3.5,10.9,77505,45.6,7.5,2.89,1.167571657
30153,Georgia,49.1,18411,36.2,13.9,1.4,1,44170,13.5,8.7,2.73,1.021817519
30157,Georgia,86,45123,33,15,0.5,8.3,61123,21.6,7.5,2.95,1.207646917
30161,Georgia,68.7,35058,39.5,22.5,0.4,6.8,39639,21.3,7.3,2.55,1.296820202
30165,Georgia,75.3,39975,35.5,12.8,2.7,16.1,40645,17.6,7.4,2.62,1.270939435
30168,Georgia,99.9,24241,29.3,58.9,0.3,24.2,38045,23.1,10.6,2.84,2.073726053
30170,Georgia,0,2994,37.1,8.3,0,0.1,56830,16.3,9.7,3.07,0.761744306
30171,Georgia,0,3491,42.3,2.2,0,0.8,65792,24.1,7,2.99,0.758776399
30173,Georgia,46.6,6221,39.4,5.9,0,3.9,50899,17.5,5,2.84,1.077626477
30175,Georgia,18.1,6074,38.6,1.7,0,1.1,48239,11.1,6.7,2.67,0.857702252
30176,Georgia,0,7050,38.1,3.9,1.1,1.9,37525,7.6,7.3,2.51,0.83955872
30177,Georgia,75.8,1049,30.9,3.7,0.8,0,34702,12.2,2.8,3.02,1.409607252
30178,Georgia,0,3468,38.5,1,0,0,72029,13.4,6.7,2.86,0.729251419
30179,Georgia,34.5,16807,35.5,10.8,0.6,0.7,48204,12.6,8.8,2.83,0.929651453
30180,Georgia,71.9,34274,35.3,21.9,1.5,4.8,60970,23.8,6.4,2.77,1.215777049
30182,Georgia,0.5,2666,32.9,1.5,0,1,37803,9.2,6.9,3.02,0.889227279
30183,Georgia,0,5282,38.5,3.1,3.4,1.7,59712,25.1,8.7,2.7,0.700467774
30184,Georgia,9.4,6847,37.6,3.7,0.3,5.3,55694,13.8,7.7,2.9,0.826273126
30185,Georgia,0,3892,37.6,5,0,1.9,52019,8.7,8.2,2.88,0.794636737
30187,Georgia,20.6,8740,41.3,15.1,0,4.7,65951,20.1,6.4,2.96,0.963384101
30188,Georgia,97,52380,35.8,6.6,2.2,8.4,70743,39.6,5.2,2.7,1.154284842
30189,Georgia,100,36859,36.9,5,2,6.7,79897,40.8,4.1,2.89,1.180821361
30204,Georgia,53.1,13493,37,38.9,0.7,0.9,36670,12.6,12.6,2.58,1.165387011
30205,Georgia,0,3061,47.5,0,0,3,64350,24.9,4,2.46,0.787060348
30206,Georgia,0,2958,34.1,17.5,0,0.5,56053,12.8,6,3.14,0.968269131
30213,Georgia,85.9,29384,31.9,76.7,1.4,7.3,57868,31,9.8,2.86,1.933090359
30214,Georgia,84.4,28913,43.2,36.7,5.7,7.9,65650,32.8,5.9,2.71,1.451702677
30215,Georgia,69.4,33665,42,21.8,3.2,3.6,86487,42,4.6,2.89,1.164569206
30216,Georgia,0,2159,41.5,46.4,0,0.6,53655,13.7,7.3,2.92,1.194379195
30217,Georgia,0,9433,38.7,14.5,0.1,1.1,38881,7.3,6.5,2.66,0.967321046
30218,Georgia,0,1974,43.3,23.4,0,0.3,44235,9.9,6.7,3.2,1.081657354
30220,Georgia,46.5,5533,34.5,20.1,0.5,7.9,48941,16.4,6.7,2.95,1.203920603
30222,Georgia,0,4042,40.5,46.2,0,0.6,38571,9.7,8.1,2.78,1.243658725
30223,Georgia,55.2,36769,36.3,38,1.1,4.2,36069,11.9,8.6,2.81,1.431715388
30224,Georgia,64.1,25197,38.9,29,0.9,2.8,45465,21.8,6.8,2.56,1.298844158
30228,Georgia,79.9,38569,33.6,53.1,2,7.2,55175,20.5,8.6,3.02,1.660551846
30230,Georgia,0,9103,37.4,21.9,0.8,1.8,37657,11.5,9,2.8,0.967664298
30233,Georgia,23.4,23218,39.3,21.2,0.4,2.7,49958,9.3,6.4,2.66,1.05973279
30234,Georgia,0,1934,32.3,49.8,0,0,59175,8.1,15.5,3.61,0.952885606
30236,Georgia,98.7,46434,32.7,53.6,5.7,14.5,44153,21.1,9.3,2.77,1.838165539
30238,Georgia,99.4,34713,31.3,70.5,1.6,9.9,46727,17.3,10.7,3.12,2.088583597
30240,Georgia,63.1,30014,39.2,29,2.5,2.5,44200,25.7,7.1,2.53,1.270347163
30241,Georgia,68.7,23176,33.3,41.7,1.1,5.2,38573,17.1,8.1,2.77,1.545204119
30248,Georgia,67.2,23249,35.2,22.7,0.6,3.5,71911,20.9,7.2,3.12,1.169484195
30251,Georgia,0,2342,31.9,32.7,0,1.7,39722,6.2,9.2,2.97,1.072739034
30252,Georgia,73.9,41428,35.7,20.9,1.2,4.2,74537,24.3,5.1,3.18,1.272102871
30253,Georgia,94.7,49380,34.6,43.2,4.6,8.2,59581,28.2,7.9,2.9,1.568548759
30256,Georgia,0,2826,38.7,9.6,0,1.4,46600,14.1,3.3,2.67,0.989594434
30257,Georgia,0,4138,41.2,12.5,0,2,53188,13.8,9.2,2.75,0.800040574
30258,Georgia,0,2622,38,10.3,0,0.2,52188,9.7,6.8,2.86,0.867743746
30259,Georgia,0,3041,42.9,6.2,0,0.1,48672,18.8,7.3,2.89,0.834683661
30260,Georgia,100,23244,32.6,49.6,17.5,11.1,42510,15.6,12.3,3.1,1.597602387
30263,Georgia,64.2,53008,37.1,24.6,0.6,7.4,47391,20.3,5.3,2.65,1.358965514
30265,Georgia,91.1,31713,35.9,16.5,3,6.6,71820,34.2,5.7,2.77,1.214018956
30268,Georgia,55.3,9090,33.4,38.1,0,11.6,44375,19.2,8.5,2.76,1.399480739
30269,Georgia,97.3,35069,41.8,7.9,3.8,6.2,91052,51.9,4.5,2.75,1.103712379
30273,Georgia,100,14709,34.6,69,2.1,8.2,49821,20.7,10.1,3.01,2.023742242
30274,Georgia,100,31893,32.6,70.8,5.1,10.5,37934,17.5,11.3,3,2.124502215
30276,Georgia,26.4,13866,33.8,12,2,2.2,61947,22.1,5.6,2.8,0.951224433
30277,Georgia,78.8,20270,40.2,6,1.7,7.1,73480,33.6,4.3,2.79,1.118715355
30281,Georgia,93.6,66140,34.9,42.9,3.2,7.6,55402,24.2,8,2.77,1.562011368
30285,Georgia,0,707,39.5,0,0,0,34116,2.1,8.7,2.73,0.81442252
30286,Georgia,61.4,23490,40.1,29.2,0.7,2.5,33113,11.5,8.7,2.63,1.334259027
30288,Georgia,100,8929,30.1,79.3,0.7,10.9,52620,13.4,15.5,3.2,1.875609957
30290,Georgia,89.3,8286,40.9,18.6,2.5,11.4,95335,41.3,6.4,3.01,1.178484227
30291,Georgia,99,21010,30.3,83.1,0.9,7.5,37190,24.4,8.5,2.58,2.461770577
30292,Georgia,1.1,5943,32.4,6.6,0,0.9,62591,15.8,8.8,3.28,0.778953191
30293,Georgia,0,2981,47.4,46.8,0,0,36042,9.2,9,2.21,1.126992434
30294,Georgia,100,39865,35.5,82.4,2.6,4.3,57199,26.7,10.2,3,2.135281785
30295,Georgia,0,4159,43.5,10.2,0.2,1.4,50651,15.6,5.3,2.61,0.896500443
30296,Georgia,100,25840,34.3,77.2,3.8,10.6,51753,22.7,13.4,3.16,1.959086492
30297,Georgia,100,27188,30.1,40.2,5.8,33.6,28923,7.6,12,3.35,2.005616913
30303,Georgia,100,5934,24.6,60.2,5.6,7.5,26058,31.9,8,1.46,1.732125272
30305,Georgia,100,22999,39.1,6.9,3.9,5.6,80580,76.1,4,1.84,0.961406445
30306,Georgia,100,22246,36.3,4.1,3.8,4.3,82296,78.3,3.6,2,0.965751621
30307,Georgia,100,18004,34.9,13.7,3.3,4.6,78619,74.1,3.9,2.15,1.094404919
30308,Georgia,100,15413,31.3,30,10.8,6,49364,60.1,8.7,1.55,1.052146701
30309,Georgia,100,21845,34.9,14.3,5.3,4,69701,76.1,3.1,1.58,1.024166827
30310,Georgia,100,26912,36.8,89.7,0.4,1.7,24583,17,11.1,2.48,2.578322693
30311,Georgia,100,32218,35.6,91.9,0.8,4.9,29422,22.4,12.1,2.7,2.524237686
30312,Georgia,100,19360,33.2,49.2,1.9,5.8,44379,52.5,7.6,1.87,1.507051713
30313,Georgia,100,9495,21.1,39.6,11.1,3.4,36029,45.8,7.6,1.71,1.334918883
30314,Georgia,100,22020,26,86.1,2,2.3,22474,20.7,11,2.3,2.44293555
30315,Georgia,100,33857,34.4,80.6,0.9,6.6,23166,15.9,10.2,2.67,2.629303833
30316,Georgia,100,31110,36.4,61.1,0.8,5.5,42656,33.5,7.8,2.38,1.90415739
30317,Georgia,100,11970,37.2,54.7,0.6,2.7,48488,43.5,6.7,2.27,1.729982504
30318,Georgia,100,49736,29.3,57.5,5.4,6.9,39097,39.7,10.3,2.56,1.731036206
30319,Georgia,100,38423,35.8,8,5.3,12.8,85263,67.9,3.4,2.1,1.075081415
30324,Georgia,100,24267,33.3,18.2,5.1,18.3,61914,61.1,6.6,1.91,1.140236253
30326,Georgia,100,4802,33.1,11.9,15.1,12.7,82069,69.2,1.9,1.94,1.11508594
30327,Georgia,100,22208,43.2,6.8,2.9,2.3,135660,79.5,3.1,2.43,0.950127976
30328,Georgia,100,30348,37.8,14.1,6.9,9,72835,65,4.5,2.19,1.133555654
30329,Georgia,100,28539,30.7,13.1,6.5,37.5,42401,48.7,4.9,2.22,1.52809409
30331,Georgia,99.5,54094,33.6,95.1,0.6,2.1,42915,33,9.2,2.69,2.538857616
30336,Georgia,99.5,971,29.2,89.1,0,1.5,35819,38.7,9.1,2.03,2.23338845
30337,Georgia,100,11505,36.2,78.4,1.5,8.3,33620,23.5,9.9,2.38,2.255964349
30338,Georgia,100,33617,38.3,8.8,11.6,4,85383,68.3,3.6,2.45,1.068467226
30339,Georgia,100,18304,31.7,20.4,12.6,5.3,63834,67.3,2.7,1.79,1.172600916
30340,Georgia,100,29394,30.1,15.4,10.7,46.8,41989,26.4,7.7,3.07,1.70477626
30341,Georgia,100,31793,32.7,16.8,10.1,26.2,53717,44.6,5.8,2.42,1.385782726
30342,Georgia,100,29879,32.4,9.7,4.1,20.2,68948,60.5,4.6,2.47,1.239147467
30344,Georgia,100,31776,35,72.3,1.2,12.6,38327,25.9,12.5,2.6,1.97552278
30345,Georgia,100,23129,35,10,5.9,28.1,67510,52.6,5.5,2.56,1.288584317
30346,Georgia,100,4696,31.4,15.8,25.5,9.3,58724,69.1,8.4,1.72,0.895758304
30349,Georgia,98.5,67602,31.7,91.4,1.4,3.3,44232,29.5,11,2.78,2.308381912
30350,Georgia,100,34740,32.5,29,4.5,10.5,52199,51.5,5.3,2.2,1.417468746
30354,Georgia,100,14857,32.2,68.9,3,13.7,27789,13.5,12.1,2.69,2.168995185
30360,Georgia,100,14536,33.1,11.7,9.7,35.3,48476,38.9,6.9,2.85,1.476339382
30363,Georgia,100,2680,27.5,44.7,11,13,60192,62.3,6.3,1.84,1.384007999
30401,Georgia,55.4,13500,33.9,39.2,0.2,6.7,29786,9.5,7.1,2.73,1.622534351
30410,Georgia,0,2168,40.1,33.7,0,0.8,34797,14.2,2.3,2.59,1.371252117
30411,Georgia,0,4371,34.5,48.3,0.4,1.2,30907,8.1,0.6,2.17,1.612991833
30413,Georgia,0,1575,46.5,48.6,0.1,0,40833,2.5,6,2.95,1.399699722
30415,Georgia,0,6780,37.5,13.5,0,0.6,49211,23.2,5.1,2.82,0.951773082
30417,Georgia,36.6,11090,35.1,30.8,0.5,11.5,36359,13.6,6,2.54,1.376271439
30420,Georgia,0,1460,32,5.6,0,9.9,26397,17.9,8.3,2.69,0.958893593
30421,Georgia,0,3381,37.3,36.1,0.1,3.2,29911,11.3,5.8,2.29,1.235610395
30425,Georgia,0,1198,44.3,20.6,0,1,36723,20,2.5,2.47,1.164329762
30426,Georgia,0,1100,47.1,54.4,0,1.8,38125,4.2,4.2,2.92,1.61880148
30427,Georgia,24.6,12864,38,25.1,0.8,13.4,42684,13.8,4.6,2.54,1.27690059
30428,Georgia,0,2766,46,18.8,0,0,27818,10.8,1.6,2.05,1.19062784
30434,Georgia,57.1,5728,36.8,64.2,0.2,0.9,30121,10.4,7.2,2.61,1.948819025
30436,Georgia,32.3,11961,35.2,19.2,0,18.7,32130,11.3,3.1,2.75,1.513923311
30439,Georgia,33.4,10877,37.6,24.3,0.9,11.3,35632,14.4,4.9,2.81,1.396219837
30441,Georgia,0,1663,42.1,27.5,0,0,35223,5.9,4.7,2.45,1.159272705
30442,Georgia,36.7,7698,40.1,41.4,0,8.4,26117,12.1,7.2,2.57,1.580119916
30445,Georgia,0,3285,31.6,34.8,0.3,7.9,29427,15.6,1.6,2.47,1.50326034
30446,Georgia,0,1357,34.8,41.1,0.1,0,48712,14.3,8.7,3.55,1.183780973
30450,Georgia,0,2583,34.3,38,0.1,8.6,34423,11.3,5.4,2.75,1.359402338
30452,Georgia,0,1567,50.1,36.1,1.2,0,37102,11.4,7.1,2.39,1.117608103
30453,Georgia,51,9703,33.7,29.4,0.1,16.3,31498,7.4,5.6,2.94,1.656068721
30454,Georgia,0,538,63.1,0,0,0,36250,0,0,1.54,0.901989104
30455,Georgia,0,597,54.3,30.7,0,0,23173,5,8.8,2.88,1.23539475
30456,Georgia,0,2119,38.2,47.4,0.6,0,39830,5.2,7,3.2,1.370275805
30457,Georgia,44.1,6424,36.8,29.2,0.9,0.6,30995,9,2.9,2.74,1.591770216
30458,Georgia,78.9,41139,22.9,31.2,1.9,4,26850,30.9,4.6,2.54,1.70327402
30461,Georgia,25.5,13390,34.8,26,1.7,2.9,49400,28.3,4.8,2.59,1.146618625
30467,Georgia,24.4,12600,39.4,44.3,0.1,0.8,35361,11.8,7,2.83,1.432765625
30470,Georgia,0,517,52.3,21.8,0,0,35694,13,1.3,2.48,1.25255303
30471,Georgia,0,4702,39.3,34.2,0,0.9,32530,8.9,4.2,2.69,1.332717848
30473,Georgia,0,2972,36.1,8.8,0.6,10.4,37500,10.8,1.9,2.66,1.152413865
30474,Georgia,57.5,16594,37.6,28.7,0.3,5,31477,18.5,5.1,2.46,1.488705352
30477,Georgia,0,3070,31.1,75.7,0,1,21389,5,10.1,2.72,1.758263906
30501,Georgia,99.1,28048,31.5,12.5,2.5,44.4,34325,19.8,5.1,2.82,1.898275757
30504,Georgia,98.3,22463,29.2,10.3,3.2,44,43178,13.6,4.6,2.99,1.815979189
30506,Georgia,63.8,41667,40.1,1.4,0.9,9.8,62763,29.9,5.9,2.76,1.013807997
30507,Georgia,77.7,28399,29.9,12.1,1.3,40.9,48185,14,6.9,3.3,1.567835165
30510,Georgia,59.7,8291,36.5,7.3,1.2,16,35932,9.9,2.8,2.67,1.430000499
30511,Georgia,36.4,3186,32.8,0.2,0.8,18.7,40857,18.7,4.3,2.76,1.141336587
30512,Georgia,0,19490,51.1,1,0.9,2.7,42038,21.5,6.4,2.23,0.784169007
30513,Georgia,0,11172,48.9,0.5,0,1.8,34224,13.9,8.9,2.38,0.773405731
30516,Georgia,0,2054,35.2,16.3,0,2.9,32313,8.7,5,2.39,1.054074502
30517,Georgia,74,11963,33.9,3.9,5,9.7,65449,33.2,6.1,2.96,1.062674734
30518,Georgia,99.2,45211,34.5,12.2,5,20.8,66277,28.8,6.2,3.11,1.365255692
30519,Georgia,99.7,39812,35.4,17.2,7.2,10.9,71523,33.8,5.5,3.14,1.352865549
30520,Georgia,0,4426,37.8,5.8,0.4,6.8,35023,14.2,4.6,2.68,1.012439745
30521,Georgia,0,4944,41,7.9,1.1,1.6,27979,17.1,7.3,2.42,0.921876158
30522,Georgia,0,1092,59.9,0,0,0,40845,20.6,4.4,1.9,0.787336594
30523,Georgia,14.6,12904,48.7,2,0.9,5.4,48491,25.6,4.8,2.46,0.895972621
30525,Georgia,32.5,7364,42.8,0.9,2.1,6.5,27595,22.6,6.1,2.33,1.028098917
30527,Georgia,0,4043,46,0,0,0.5,60114,16.6,6.7,2.7,0.746184582
30528,Georgia,19.4,22679,41.3,2.5,0.2,2.8,36916,17.4,4.9,2.19,0.92763917
30529,Georgia,60.6,10920,37.3,8.8,0.9,7.4,39134,14.1,5,2.55,1.220738994
30530,Georgia,0.1,6752,37.8,6.3,0,2.4,47731,10.5,6.3,2.9,0.888045557
30531,Georgia,67,11279,34.5,5.1,3.6,20.6,35694,16.8,6.2,2.87,1.318860123
30533,Georgia,19,25296,37,1.7,0.3,4.7,41688,22.2,6.5,2.56,0.893136797
30534,Georgia,17.3,26685,38.9,0.1,0.6,4.6,53319,22.1,8.5,2.77,0.783726597
30535,Georgia,28,7042,37.4,3.6,2.3,3.4,41579,18.3,5,2.7,1.006792088
30536,Georgia,4.4,8363,47.6,0.4,0.3,2.7,42026,16.9,5.8,2.32,0.82656254
30537,Georgia,0,1249,55.6,0.9,0,18.1,57589,40.5,1.2,2.51,0.988964237
30538,Georgia,0,2854,43.5,2.3,0,6.8,39111,3.8,4.6,2.71,0.971666554
30540,Georgia,18.1,17297,40.2,0.4,0,14,34019,13.2,4.9,2.6,1.06039784
30541,Georgia,0,1603,42.3,0,0,0,42287,13,1.9,2.43,0.939849425
30542,Georgia,93.3,31946,36.9,4.7,1,16.8,68233,27.3,5.7,2.91,1.218737051
30543,Georgia,32,4487,39.6,4.2,0,18,50334,12.2,7.3,2.87,1.011881318
30545,Georgia,0,936,54.2,0.6,0,0,31736,28.5,1.6,1.86,0.922877551
30546,Georgia,0,6496,53.7,0.4,0.2,2.7,35931,21.3,5.1,2.13,0.842316094
30547,Georgia,0,3268,34,8.3,5,1.5,38650,12.7,4.4,2.94,1.006716116
30548,Georgia,69.6,15870,40,3,3.7,4.4,75732,29.1,3.5,2.98,1.084863242
30549,Georgia,50.8,22500,36.7,10.9,1,3.4,55632,22.3,4.3,2.71,1.112953248
30552,Georgia,0,1697,53.9,0.5,0,4.7,27380,28.6,1.6,2.13,1.039970204
30553,Georgia,0,7232,42.2,15.8,0.1,5.1,35341,15.1,5.2,2.48,1.044935701
30554,Georgia,30.6,8535,37.5,2.9,0.3,7,49188,11.4,4.8,2.73,1.009979656
30555,Georgia,0,2061,44.1,0,0.5,0.6,33056,12.4,7.8,2.35,0.797101884
30557,Georgia,0,4975,42.9,4.4,1.8,0.6,40030,9.7,6.6,2.5,0.843649742
30558,Georgia,0,5456,40.6,4,4.4,3.4,42412,8.6,7.7,2.83,0.840124997
30559,Georgia,0,4333,52.5,0.2,0,6.5,33333,17,5.2,2.1,0.871950288
30560,Georgia,0,4599,48.4,0.1,0.1,0.2,36750,16,6.9,2.43,0.812005609
30563,Georgia,19.6,5373,37.5,0.7,1.4,12.4,49167,12.4,7.8,2.86,0.888156567
30564,Georgia,3.9,4463,39.8,3.3,1,4.2,64359,17.7,3.4,2.99,0.913999033
30565,Georgia,0,4758,41.4,6.8,0.4,4.1,44928,13.7,5.8,2.72,0.908353488
30566,Georgia,99.5,7906,30,7.6,5.3,30.3,41579,20.3,5.5,2.79,1.544312531
30567,Georgia,0,2981,35.9,1.2,0,0.7,45455,13,6.3,2.86,0.84113065
30568,Georgia,13.3,1877,41.8,3.1,0.2,14,36691,24,6.1,2.29,0.941985094
30571,Georgia,0,3682,52.3,1.1,0,0.4,61182,32.9,2.9,2.28,0.799651532
30572,Georgia,0,1260,51.3,0.3,0,0.1,28772,31.2,8.6,2.3,0.787234319
30575,Georgia,0,1375,39.6,0,2.2,43.1,52188,11.8,2.9,3.12,1.198387758
30576,Georgia,0,2521,42.8,1,3.1,2,36909,27.1,6.8,2.57,0.827451446
30577,Georgia,48.8,22230,40.3,12.4,1,2,35717,16.9,6.7,2.65,1.144302249
30582,Georgia,0,4567,47,2.3,0.2,0.4,41500,19.2,7,2.32,0.781743922
30601,Georgia,93.9,20835,25.9,40.9,0.5,14.3,20579,21.2,4.8,2.76,2.345209919
30605,Georgia,94.7,39952,24,18.2,6.7,6.1,31418,50.4,3.6,2.48,1.545436027
30606,Georgia,96.2,40225,29.8,24.3,2.9,8.2,42979,48.5,3.9,2.53,1.558077839
30607,Georgia,67.8,10895,29.6,26.8,1.8,26.4,43538,26.5,7.9,3.27,1.551708068
30619,Georgia,0,1440,43.9,2,0,8.6,45250,34.8,0.1,2.82,1.09904492
30620,Georgia,80.9,12486,32.2,13,2.4,8.5,61776,20.5,5.6,2.99,1.247035153
30621,Georgia,2.5,5109,41.4,5.2,0.1,2.8,73811,32.8,3.4,2.91,0.866149095
30622,Georgia,56.3,10344,39.2,13,5.6,9,62500,40.7,5.1,2.64,1.080199016
30624,Georgia,0,2611,40.2,11.9,1.5,2.1,38769,13.4,2.5,2.63,1.089939621
30625,Georgia,0,2438,45.3,5.5,0,0,47975,17.2,3.5,2.51,0.910605547
30627,Georgia,0,2273,47.6,24,0,3.4,33917,10.7,8.4,2.83,1.065241933
30628,Georgia,0,6556,33.8,5.9,0,8.5,42045,14.4,4.4,2.94,1.01507764
30629,Georgia,0,4531,44.4,11.2,4.8,0.3,39250,13.1,2.1,3.08,1.148085211
30630,Georgia,0,2438,43.7,19.8,0,1.2,50000,18.5,4.1,3.17,1.108521159
30631,Georgia,0,1767,45.2,57.4,0,1.7,24281,9.8,9.5,2.5,1.436680918
30633,Georgia,0,8474,39.6,3.2,0,1.4,40831,12.6,6,2.92,0.90682767
30634,Georgia,0,2281,38.2,19.9,0,4.7,37831,6.5,4.6,2.68,1.127407733
30635,Georgia,36.8,16109,41.1,34,0.1,5,34130,11.3,8.5,2.59,1.288082374
30641,Georgia,0,1810,36.2,0.5,2.1,0,78182,16.7,5.4,2.81,0.731506259
30642,Georgia,25.1,11001,49.1,33.9,0.1,7.9,45097,23.8,4.3,2.41,1.315668216
30643,Georgia,35.9,16382,44.8,22.5,0.1,4.1,35465,16.9,4.6,2.37,1.266693568
30646,Georgia,32.6,6946,37.7,13.2,0,6.1,41918,13.8,6.7,3.06,1.131944543
30648,Georgia,0,2988,46.2,12.3,0,6.5,37454,15.8,4.3,2.86,1.102447844
30650,Georgia,37.6,11708,38.7,32.8,0,4,45601,25.9,6.1,2.78,1.301227177
30655,Georgia,67.6,24136,36.5,24.7,0.1,2.4,43679,18.3,5.2,2.67,1.381630219
30656,Georgia,36.5,15133,39.3,17,3.4,1.4,53013,14.8,5,2.72,1.094850693
30660,Georgia,0,1191,34.5,48.7,0,7.4,28875,11.4,5.7,2.59,1.510333687
30662,Georgia,35.2,8537,37,8.6,0.1,2.2,32703,14.1,5.2,2.42,1.101671387
30663,Georgia,0,3032,45,19.3,0.5,0,40486,9.9,6.7,2.72,0.997597524
30666,Georgia,41.4,8659,36.9,12.1,0.7,12.7,49710,21.5,8.4,2.87,1.038372803
30667,Georgia,0,1035,33.9,64.2,1.5,1.4,36115,12.8,6.3,2.76,1.581178491
30668,Georgia,0,1924,46.3,30.5,0,0.2,26864,9.9,4.3,2.43,1.298663861
30669,Georgia,0,3313,39.1,40.4,0.2,1.8,28679,9.2,4.4,2.51,1.415835288
30673,Georgia,43.8,7897,45.1,43.2,0,3.6,28846,15.3,6.9,2.48,1.559785526
30677,Georgia,56.5,17065,39.2,5.4,3.3,2,75708,42.5,4.5,2.9,0.981114437
30678,Georgia,0,1294,52,36.3,0.5,0,33636,13.4,7.8,2.18,1.081186456
30680,Georgia,68.5,37837,32.5,13.4,4.1,8.6,51048,16,8.2,2.94,1.134317383
30683,Georgia,41.5,6749,35.2,15.9,1.5,12.4,47473,25.3,4.3,2.83,1.251891878
30701,Georgia,66.3,40053,35,5.4,1.4,18.2,42202,15,5.8,2.92,1.282910258
30705,Georgia,35.3,33566,36.3,0.7,0.4,13.8,37496,9.1,8.4,2.76,0.988436658
30707,Georgia,53.2,16483,39.1,5.1,0.3,0.8,39507,12,6.3,2.56,1.057673149
30708,Georgia,0,293,36.1,0,0,0,44971,1.5,0,3.28,1.125000543
